name Artist,Date and Location,aproxim price,Type of tickets,Final price
['SEVN ALIAS'],"['Zaterdag , 19 juni 2021 om 19:00 uur | Melkweg Amsterdam']","['De nominale waarde van deze tickets is 17 euro.', '€39,-']",['ZITPLAATSEN'],"['€39,-']"
